 ,Label,Area,X,Y,Angle,Length,Resolution,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,balisatoshimp4-00040.jpeg:1_3_l,398,296.5,523.5,58.591,397.203,4,2,2,2,1,unidentified 
2,balisatoshimp4-00040.jpeg:1_3_w,91,335,470,147.724,89.889,4,2,2,2,1,unidentified 
