 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,Dronenhub_1mp4-00146.jpeg:1_5_l,775,1470,839,-29.083,773.532,4,1,2,1,1,unidentified
2,Dronenhub_1mp4-00146.jpeg:1_5_w,172,1518.5,860,61.043,171.432,4,1,2,1,1,unidentified
