 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,LeaBernagou2mp4-00036.jpeg:1_1_l,759,1509,1151,27.174,757.623,2,1,2,1,1,female,LeaBernagou2mp4-00031.jpeg:2_1_l
2,LeaBernagou2mp4-00036.jpeg:1_1_w,176,1603.5,1128,-63.142,174.863,2,1,2,1,1,female,LeaBernagou2mp4-00031.jpeg:2_1_w
