 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,KitsanaiCharoenjit1_1mp4-00079.jpeg:2_2_l,91,588.875,387.875,-59.253,90.466,9,2,2,2,1,unidentified 
2,KitsanaiCharoenjit1_1mp4-00079.jpeg:2_2_w,22,582.5,377.375,32.735,20.804,9,2,2,2,1,unidentified 
