 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,whalesharkqamp4-00076.jpeg:1_2_l,517,485.5,705.5,-106.54,516.366,2,1,2,1,1,unidentified
2,whalesharkqamp4-00076.jpeg:1_2_w,124,509.5,658.5,-14.601,122.972,2,1,2,1,1,unidentified
