 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,whalesharkqa2mp4-00030.jpeg:4_4_l,196,400.875,1311,-82.546,194.645,4,1,2,1,1,unidentified
2,whalesharkqa2mp4-00030.jpeg:4_4_w,54,393.5,1285.625,6.789,52.871,4,1,2,1,1,unidentified
