 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,wheels_up_for_landingmp4-00030.jpeg:1_3_l,524,271,542,-73.091,522.594,2,1,2,1,1,unidentified
2,wheels_up_for_landingmp4-00030.jpeg:1_3_w,121,275.5,482.5,16.928,120.208,2,1,2,1,1,unidentified
