 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,ThejourneyofJake2_1mp4-00296.jpeg:2_5_l,740,1183.667,453,59.258,738.821,2,1,2,1,1,female ,ThejourneyofJake2_1mp4-00048.jpeg:1_2_l
2,ThejourneyofJake2_1mp4-00296.jpeg:2_5_w,192,1130.5,538.5,-31.273,190.709,2,1,2,1,1,female ,ThejourneyofJake2_1mp4-00048.jpeg:1_2_w
