 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,AlJazeera_1mp4-00018.jpeg:3_4_l,155,96.5,364.833,35.336,154.455,4,1,2,1,1,unidentified 
2,AlJazeera_1mp4-00018.jpeg:3_4_w,37,110.5,349.5,-54.834,35.883,4,1,2,1,1,unidentified 
