 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,FaisalAljarkasmp4-00050.jpeg:5_1_l,167,495.75,417.75,12.323,166.332,4,1,2,1,1,unidentified
2,FaisalAljarkasmp4-00050.jpeg:5_1_w,41,471.75,425.375,-76.924,39.781,4,1,2,1,1,unidentified
