 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,PetesFishing_1mp4-00124.jpeg:1_5_l,395,729,498.5,-96.999,393.935,4,1,2,1,1,unidentified 
2,PetesFishing_1mp4-00124.jpeg:1_5_w,108,738,442.5,-8.054,107.056,4,1,2,1,1,unidentified 
