 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,ocean_dugong1mp4-00031.jpeg:3_2_l,332,215.5,429.5,-58.858,330.651,2,1,2,1,1,female,ocean_dugong1mp4-00054.jpeg:4_2_l
2,ocean_dugong1mp4-00031.jpeg:3_2_w,91,185.375,392.5,31.482,89.998,2,1,2,1,1,female,ocean_dugong1mp4-00054.jpeg:4_2_w
