 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,chali_umar1_1mp4-00024.jpeg:1_4_l,248,1105.5,558.5,12.629,246.976,9,2,8,2,1,unidentified 
2,chali_umar1_1mp4-00024.jpeg:1_4_w,58,1086.75,567.5,-77.417,57.378,9,2,8,2,1,unidentified 
