 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,chali_umar3_1mp4-00050.jpeg:1_4_l,330,687.5,777,-73.935,328.842,2,1,2,2,1,unidentified 
2,chali_umar3_1mp4-00050.jpeg:1_4_w,74,683,733,15.945,72.801,2,1,2,2,1,unidentified 
