 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,AlorQueen_1mp4-00022.jpeg:1_3_l,518,1109.5,495.5,1.662,517.218,4,1,2,1,1,unidentified
2,AlorQueen_1mp4-00022.jpeg:1_3_w,99,1196.5,495,-87.079,98.127,4,1,2,1,1,unidentified
