 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,MAN_P4_UM_M5_F2_GSP_DJI_0221_1mp4-00152.jpeg:1_4_l,38,214.667,420,-118.163,37.431,9,1,2,1,1,unidentified
2,MAN_P4_UM_M5_F2_GSP_DJI_0221_1mp4-00152.jpeg:1_4_w,9,217.25,416.333,-29.168,8.207,9,1,2,1,1,unidentified
