 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,MAN_P4_UM_M5_F2_GSP_DJI_0221_1mp4-00117.jpeg:3_1_l,28,1368.167,849,13.523,27.084,9,1,2,1,1,calf,MAN_P4_UM_M5_F2_GSP_DJI_0221_1mp4-00143.jpeg:2_1_l
2,MAN_P4_UM_M5_F2_GSP_DJI_0221_1mp4-00117.jpeg:3_1_w,7,1372.167,847.667,-73.61,5.907,9,1,2,1,1,calf,MAN_P4_UM_M5_F2_GSP_DJI_0221_1mp4-00143.jpeg:2_1_w
