 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,JustinWoodgate_1mp4-00294.jpeg:1_5_l,466,662.5,532,26.29,465.108,4,1,2,1,1,unidentified
2,JustinWoodgate_1mp4-00294.jpeg:1_5_w,105,731,508,-62.447,103.769,4,1,2,1,1,unidentified
