 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,rhyssmclean0mp4-00027.jpeg:3_2_l,290,2750,1763.75,158.585,288.949,4,1,2,1,2,unidentified 
2,rhyssmclean0mp4-00027.jpeg:3_2_w,61,2781.75,1777.875,-113.042,60.04,4,1,2,1,2,unidentified 
