 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,paddlingpalau_1mp4-00093.jpeg:1_2_l,388,756.75,555.25,-35.641,386.989,2,1,2,2,2,unidentified
2,paddlingpalau_1mp4-00093.jpeg:1_2_w,90,718,532.75,55.774,88.895,2,1,2,2,2,unidentified
