 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,BRUT_2mp4-00044.jpeg:1_4_l,110,371.667,611.5,-176.151,109.246,4,1,2,1,2,unidentified
2,BRUT_2mp4-00044.jpeg:1_4_w,30,383.167,604,-84.746,29.122,4,1,2,1,2,unidentified 
3,BRUT_2mp4-00044.jpeg:2_2_l,109,627.833,90.167,-170.074,108.288,4,1,2,1,2,unidentified
4,BRUT_2mp4-00044.jpeg:2_2_w,34,642.167,84.167,-77.347,33.48,4,1,2,1,2,unidentified 
