 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,MongabayIndia_1mp4-00011.jpeg:2_1_l,100,807.875,490.25,-48.787,99.034,4,1,2,2,1,calf,MongabayIndia_1mp4-00014.jpeg:1_1_l
2,MongabayIndia_1mp4-00011.jpeg:2_1_w,25,800.75,476.875,40.409,24.296,4,1,2,2,1,calf,MongabayIndia_1mp4-00014.jpeg:1_1_w
