 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,lands.unseenmp4-00022.jpeg:1_5_l,743,501,1312.5,-87.682,741.607,2,1,2,1,1,unidentified 
2,lands.unseenmp4-00022.jpeg:1_5_w,165,508,1183.5,2.444,164.149,2,1,2,1,1,unidentified 
