 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,cici_png_2_1mp4-00028.jpeg:1_1_l,358,928.5,480.25,-23.547,356.701,4,1,2,1,1,unidentified
2,cici_png_2_1mp4-00028.jpeg:1_1_w,72,968.25,494.25,-113.515,71.432,4,1,2,1,1,unidentified
