 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,jyd281004mp4-00021.jpeg:1_5_l,376,352,1083.5,-54.87,375.373,2,1,2,1,1,unidentified
2,jyd281004mp4-00021.jpeg:1_5_w,86,373.5,1118.5,33.503,85.147,2,1,2,1,1,unidentified
3,jyd281004mp4-00021.jpeg:2_5_l,399,747.5,1252.5,-75.3,398.028,2,1,2,1,1,unidentified
4,jyd281004mp4-00021.jpeg:2_5_w,92,772,1286.5,15.859,91.482,2,1,2,1,1,unidentified
