 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,ATRSafari_1mp4-00014.jpeg:1_1_l,145,1047.5,597.5,120.828,144.402,4,1,2,1,1,unidentified 
2,ATRSafari_1mp4-00014.jpeg:1_1_w,40,1040.75,582.75,30.203,38.762,4,1,2,1,1,unidentified 
