 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,Inquirer.netmp4-00057.jpeg:2_3_l,344,368.5,496.25,-77.199,343.025,4,1,1,1,1,female,Inquirer.netmp4-00010.jpeg:1_2_l
2,Inquirer.netmp4-00057.jpeg:2_3_w,80,358.5,447.25,14.211,79.431,4,1,1,1,1,female,Inquirer.netmp4-00010.jpeg:1_2_w
