 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,SteveLindfield_1mp4-00027.jpeg:1_1_l,275,1131,518.25,14.898,274.218,4,2,8,2,2,female
2,SteveLindfield_1mp4-00027.jpeg:1_1_w,57,1173.75,520,-67.537,56.269,4,2,8,2,2,female
