 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,cassowarycoastaustraliamp4-00068.jpeg:1_4_l,527,436.25,1014,-51.672,526.471,2,1,2,1,1,unidentified 
2,cassowarycoastaustraliamp4-00068.jpeg:1_4_w,121,368.5,960,37.917,120.42,2,1,2,1,1,unidentified 
