 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,rmadhany3_1mp4-00018.jpeg:1_3_l,324,950,505,-149.462,322.769,2,1,2,1,1,unidentified
2,rmadhany3_1mp4-00018.jpeg:1_3_w,73,966,485.25,-60.058,72.127,2,1,2,1,1,unidentified
