 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,rmadhany2mp4-00078.jpeg:1_3_l,266,289.5,576,162.453,265.347,4,2,8,1,1,unidentified
2,rmadhany2mp4-00078.jpeg:1_3_w,61,310.583,583.417,-108.334,59.873,4,2,8,1,1,unidentified
