 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,DizzConnected_1mp4-00231.jpeg:1_6_l,437,744.5,583,-92.233,436.331,4,1,2,1,1,unidentified 
2,DizzConnected_1mp4-00231.jpeg:1_6_w,120,745.5,519.5,-2.406,119.105,4,1,2,1,1,unidentified 
