 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,DizzConnected_1mp4-00054.jpeg:1_2_l,328,940.5,470,-73.502,327.483,4,1,2,1,1,unidentified 
2,DizzConnected_1mp4-00054.jpeg:1_2_w,85,930,429,16.699,83.522,4,1,2,1,1,unidentified 
