 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,antoineroulleaufilmsmp4-00018.jpeg:1_5_l,368,329.5,431.5,-90.156,367.001,2,1,2,1,1,unidentified
2,antoineroulleaufilmsmp4-00018.jpeg:1_5_w,97,330,393,0,96,2,1,2,1,1,unidentified
