 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,rebpentti1_1mp4-00233.jpeg:11_5_l,72,936.167,79,-72.327,71.368,4,1,2,1,1,unidentified 
2,rebpentti1_1mp4-00233.jpeg:11_5_w,21,938.25,89.667,19.817,19.665,4,1,2,1,1,unidentified 
