 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,rebpentti1_1mp4-00122.jpeg:1_4_l,221,239.5,117,-119.938,220.411,4,1,2,1,1,female ,rebpentti1_1mp4-00142.jpeg:2_5_l
2,rebpentti1_1mp4-00122.jpeg:1_4_w,57,224.5,147.833,-30.5,56.482,4,1,2,1,1,female ,rebpentti1_1mp4-00142.jpeg:2_5_w
