 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,NicolasJob_1mp4-00276.jpeg:2_2_l,236,522.75,606,-29.351,234.617,4,1,2,2,1,unidentified
2,NicolasJob_1mp4-00276.jpeg:2_2_w,54,536.75,627.75,59.783,52.655,4,1,2,2,1,unidentified
