 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,NicolasJob_1mp4-01999.jpeg:3_2_l,327,950,427.5,45.124,325.977,4,1,2,2,1,female,NicolasJob_1mp4-01999.jpeg:4_2_l
2,NicolasJob_1mp4-01999.jpeg:3_2_w,79,928.5,471.5,-45,77.782,4,1,2,2,1,female,NicolasJob_1mp4-01999.jpeg:4_2_w
3,NicolasJob_1mp4-01999.jpeg:4_2_l,182,865,395.5,27.979,181.177,4,1,2,2,2,calf,NicolasJob_1mp4-01999.jpeg:3_2_l
4,NicolasJob_1mp4-01999.jpeg:4_2_w,47,852,410,-61.189,45.651,4,1,2,2,2,calf,NicolasJob_1mp4-01999.jpeg:3_2_w
