 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,DugongandseagrassconservationIndonesia1_1mp4-00006.jpeg:1_3_l,149,900.167,541.5,-123.046,147.929,9,2,2,1,1,unidentified
2,DugongandseagrassconservationIndonesia1_1mp4-00006.jpeg:1_3_w,36,908.833,528.333,-34.452,34.764,9,2,2,1,1,unidentified 
