 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,brookepykephotographymp4-00059.jpeg:1_5_l,331,354,749.75,6.004,329.809,2,1,1,1,1,female,brookepykephotographymp4-00060.jpeg:2_5_l
2,brookepykephotographymp4-00059.jpeg:1_5_w,80,302.25,747.75,-83.1,79.073,2,1,1,1,1,female,brookepykephotographymp4-00060.jpeg:2_5_w
