 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,brookepykephotographymp4-00051.jpeg:2_4_l,219,391.083,651.417,-1.096,217.873,2,1,1,1,1,calf,brookepykephotographymp4-00057.jpeg:1_4_l
2,brookepykephotographymp4-00051.jpeg:2_4_w,63,363.625,653.25,-90.699,61.505,2,1,1,1,1,calf,brookepykephotographymp4-00057.jpeg:1_4_w
