 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,WWFIndonesia_1mp4-00046.jpeg:1_3_l,236,1039.5,347.5,59.621,235.308,4,1,2,1,1,unidentified 
2,WWFIndonesia_1mp4-00046.jpeg:1_3_w,49,1023.5,366,-30.343,47.508,4,1,2,1,1,unidentified 
