 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,DugongandseagrassconservationSriLanka_1mp4-00021.jpeg:2_5_l,283,1064.5,503.5,-37.804,282.237,4,1,2,2,1,unidentified 
2,DugongandseagrassconservationSriLanka_1mp4-00021.jpeg:2_5_w,55,1088.5,518.5,52.496,54.203,4,1,2,2,1,unidentified 
