 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,MakinLemonade_1mp4-00260.jpeg:1_4_l,596,1629.5,696,-66.536,595.218,4,1,2,1,1,male
2,MakinLemonade_1mp4-00260.jpeg:1_4_w,159,1607,654.5,25.916,157.877,4,1,2,1,1,male
