 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,RichardBrooks_1mp4-00458.jpeg:1_1_l,408,940.25,436.25,-5.998,406.727,4,1,8,1,2,unidentified 
2,RichardBrooks_1mp4-00458.jpeg:1_1_w,90,986.5,453.5,-95.774,89.454,4,1,8,1,2,unidentified 
