 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,reefresortkohkradanmp4-00150.jpeg:1_1_l,184,594.75,502.75,-114.392,182.818,9,1,2,1,2,unidentified 
2,reefresortkohkradanmp4-00150.jpeg:1_1_w,45,609.25,470.75,-23.369,44.119,9,1,2,1,2,unidentified 
