 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,katrinarazon_1mp4-00081.jpeg:2_2_l,874,826.5,718,17.334,872.633,4,1,2,2,1,female 
2,katrinarazon_1mp4-00081.jpeg:2_2_w,202,893,697,-69.578,200.609,4,1,2,2,1,female 
