 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,ealx_1mp4-00131.jpeg:2_2_l,158,591.125,329.25,26.524,156.748,4,2,2,1,1,female,ealx_1mp4-00127.jpeg:3_3_l
2,ealx_1mp4-00131.jpeg:2_2_w,34,576.125,339.5,-65.01,32.547,4,2,2,1,1,female ,ealx_1mp4-00127.jpeg:3_3_w
