 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,ealx_1mp4-00055.jpeg:1_5_l,203,616.062,311.521,56.563,201.67,2,1,2,1,1,unidentified
2,ealx_1mp4-00055.jpeg:1_5_w,51,601.375,326.5,-33.848,50.27,2,1,2,1,1,unidentified
