 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,snorkelaroundtheword1mp4-00033.jpeg:1_5_l,322,2009,804.5,59.679,320.894,4,2,2,2,2,unidentified 
2,snorkelaroundtheword1mp4-00033.jpeg:1_5_w,97,2002,831,-28.706,95.771,4,2,2,2,2,unidentified 
