 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,angie.swimsmp4-00002.jpeg:1_5_l,649,477,384.5,-86.639,648.115,4,1,2,1,1,unidentified 
2,angie.swimsmp4-00002.jpeg:1_5_w,145,490,284,3.18,144.222,4,1,2,1,1,unidentified 
