 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,BornToBeWild_1mp4-00070.jpeg:1_1_l,557,958,643,-94.541,555.745,4,1,2,1,1,female,BornToBeWild_1mp4-00719.jpeg:2_2_l
2,BornToBeWild_1mp4-00070.jpeg:1_1_w,140,959,559.5,-6.203,138.813,4,1,2,1,1,female,BornToBeWild_1mp4-00719.jpeg:2_2_w
