 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,BornToBeWild_1mp4-00190.jpeg:3_2_l,573,914,332.5,-83.981,572.155,2,1,1,1,1,unidentified
2,BornToBeWild_1mp4-00190.jpeg:3_2_w,136,903,256,7.651,135.204,2,1,1,1,1,unidentified
