 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,LeaBernagou_1mp4-00098.jpeg:1_1_l,232,863.75,509,-67.437,230.654,2,1,2,2,1,unidentified
2,LeaBernagou_1mp4-00098.jpeg:1_1_w,50,849.5,477.75,23.429,49.043,2,1,2,2,1,unidentified 
