 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,simplyabudhabi.ae_1mp4-00011.jpeg:1_2_l,500,987.5,525,-11.558,499.12,2,1,2,1,1,unidentified
2,simplyabudhabi.ae_1mp4-00011.jpeg:1_2_w,131,1052,536.5,-102.433,130.05,2,1,2,1,1,unidentified
