 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,stevenlqrmp4-00009.jpeg:1_5_l,94,452.083,939.75,-25.141,92.975,4,2,2,1,1,calf,stevenlqrmp4-00011.jpeg:2_2_l
2,stevenlqrmp4-00009.jpeg:1_5_w,25,457.917,944.75,63.61,24.373,4,2,2,1,1,calf,stevenlqrmp4-00011.jpeg:2_2_w
