 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,stevenlqrmp4-00002.jpeg:1_2_l,94,428.583,933,-45.073,92.749,4,2,2,1,1,calf
2,stevenlqrmp4-00002.jpeg:1_2_w,24,433.083,942.667,45.3,22.51,4,2,2,1,1,calf
