 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,geoffaquino2_1mp4-00022.jpeg:1_4_l,699,950,660.5,-30.386,697.863,2,1,2,2,1,unidentified
2,geoffaquino2_1mp4-00022.jpeg:1_4_w,169,1046,721.5,-120.084,167.574,2,1,2,2,1,unidentified
