 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,InstantEarth4Kmp4-00038.jpeg:1_2_l,493,408,648,38.478,491.794,2,1,1,1,1,unidentified
2,InstantEarth4Kmp4-00038.jpeg:1_2_w,95,454.5,614.5,-51.054,93.862,2,1,1,1,1,unidentified
