 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,Caulvyn_Brystol_SIFmp4-00033.jpeg:1_1_l,259,1285.5,1159.167,-57.131,257.962,4,1,2,1,1,unidentified
2,Caulvyn_Brystol_SIFmp4-00033.jpeg:1_1_w,69,1272.833,1129.333,34.393,67.863,4,1,2,1,1,unidentified 
