 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual,female_calf_couple
1,Caulvyn_Brystol_SIFmp4-00127.jpeg:2_2_l,272,1538.667,833.5,-40.754,270.622,4,1,2,1,1,female,Caulvyn_Brystol_SIFmp4-00165.jpeg:3_2_l
2,Caulvyn_Brystol_SIFmp4-00127.jpeg:2_2_w,59,1498.5,799.833,48.752,57.635,4,1,2,1,1,female,Caulvyn_Brystol_SIFmp4-00165.jpeg:3_2_w
