 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,postcards.from.the.griffinsmp4-00049.jpeg:2_3_l,296,288.5,1203,-71.626,295.041,2,1,1,1,1,unidentified 
2,postcards.from.the.griffinsmp4-00049.jpeg:2_3_w,74,274,1161.5,16.699,73.082,2,1,1,1,1,unidentified 
