 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,EndangeredSpeciesRecoveryProgramDugong1mp4-00060.jpeg:1_1_l,108,415.833,1045.5,12.995,106.733,9,1,1,1,1,unidentified
2,EndangeredSpeciesRecoveryProgramDugong1mp4-00060.jpeg:1_1_w,23,429.5,1043.667,-74.055,21.84,9,1,1,1,1,unidentified
