 ,Label,Area,X,Y,Angle,Length,Resolution ,Contrast,Distortion,Partial ,Angle_quality,type_individual
1,EndangeredSpeciesRecoveryProgramDugong2_1mp4-00012.jpeg:1_1_l,295,830,481,-93.515,293.552,9,1,2,1,1,unidentified
2,EndangeredSpeciesRecoveryProgramDugong2_1mp4-00012.jpeg:1_1_w,68,832.25,439,-4.3,66.688,9,1,2,1,1,unidentified
